folder	line	cod_nacion	mapping_type	concept_name	suggestion
vacuna_anti_gripal	47	662769	BROAD	influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML Injectable Suspension	influenza trivalent inactivated vaccine 0.09 MG/ML intradermal injection [Intanza 15 mcg]
vacuna_anti_gripal	48	687691	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Dotaricin]
vacuna_anti_gripal	49	701798	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza quadrivalent split-virion inactivated vaccine Prefilled Syringe [Fluarix Tetra]
vacuna_anti_gripal	50	708994	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza quadrivalent split-virion inactivated vaccine Prefilled Syringe [Fluarix Tetra]
vacuna_anti_gripal	51	708995	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza quadrivalent split-virion inactivated vaccine Prefilled Syringe [Fluarix Tetra]
vacuna_anti_gripal	52	702570	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Suspension	influenza trivalent split-virion inactivated vaccine injectable suspension [Afluria]
vacuna_anti_gripal	53	702573	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Suspension	influenza trivalent split-virion inactivated vaccine injectable suspension [Afluria]
vacuna_anti_gripal	54	705470	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Suspension	influenza trivalent split-virion inactivated vaccine injectable suspension [Afluria]
vacuna_anti_gripal	55	715321	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Suspension	influenza trivalent split-virion inactivated vaccine injectable suspension [Afluria]
vacuna_anti_gripal	56	715322	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Suspension	influenza trivalent split-virion inactivated vaccine injectable suspension [Afluria]
vacuna_anti_gripal	57	725077	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Influvac]
vacuna_anti_gripal	58	677686	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Nasal Spray	influenza trivalent live-attenuated nasal spray [Fluenz/FluMist]
vacuna_anti_gripal	59	764648	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Nasal Spray	influenza trivalent live-attenuated nasal spray 2022-23 strains [Fluenz]
vacuna_anti_gripal	60	764649	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Nasal Spray	influenza trivalent live-attenuated nasal spray 2022-23 strains [Fluenz]
vacuna_anti_gripal	61	766174	BROAD	0.7 ML influenza A virus A/Croatia/10136RV/2023 (H3N2) antigen 0.0857 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.0857 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.0857 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.0857 MG/ML Prefilled Syringe	influenza trivalent high-dose inactivated vaccine prefilled syringe [Efluelda]
valeriana_officinalis	2	665437	BROAD	valerian root extract	Valeriana officinalis root preparation 350 MG Oral Capsule
valeriana_officinalis	3	665438	BROAD	valerian root extract	Valeriana officinalis root preparation 350 MG Oral Capsule
valeriana_officinalis	4	665439	BROAD	valerian root extract	Valeriana officinalis root preparation 350 MG Oral Capsule
valeriana_officinalis	5	681774	BROAD	valerian root extract	Valeriana officinalis root preparation 200 MG Oral Tablet
valeriana_officinalis	6	681776	BROAD	valerian root extract	Valeriana officinalis root preparation 200 MG Oral Tablet
valeriana_officinalis	7	689364	BROAD	valerian root extract	Valeriana officinalis root dry extract 45 MG Oral Tablet
valeriana_officinalis	8	690268	BROAD	valerian root extract	Valeriana officinalis root preparation 300 MG Oral Capsule
valeriana_officinalis	9	692242	BROAD	valerian root extract	Valeriana officinalis root dry extract 450 MG Oral Tablet
valeriana_officinalis	10	699542	BROAD	valerian root extract	Valeriana officinalis root dry extract 125 MG Oral Tablet
valeriana_officinalis	11	703800	BROAD	valerian root extract	Valeriana officinalis root preparation 300 MG Oral Capsule
valeriana_officinalis	12	718810	BROAD	valerian root extract	Valeriana officinalis root preparation 350 MG Oral Capsule
valeriana_officinalis	13	723828	BROAD	valerian root extract	Valeriana officinalis root dry extract 500 MG Oral Tablet
valeriana_officinalis	14	723829	BROAD	valerian root extract	Valeriana officinalis root dry extract 500 MG Oral Tablet
valeriana_officinalis	15	724450	BROAD	valerian root extract	Valeriana officinalis root dry extract 125 MG Oral Tablet
valeriana_officinalis	16	727749	BROAD	valerian root extract	Valeriana officinalis root preparation 400 MG Oral Capsule
valeriana_officinalis	17	734392	BROAD	valerian root extract	Valeriana officinalis fluid root extract 100 MG/ML Oral Solution
valeriana_officinalis	18	850826	BROAD	valerian root extract	Valeriana officinalis dry root extract 64.8 MG/ML Oral Drops
adalimumab	20	723690	BROAD	0.8 ML adalimumab 50 MG/ML Injection	0.8 ML adalimumab-fkjp 50 MG/ML Prefilled Syringe (concept_code 2640417)
almasilato	2	652366	BROAD	aluminum magnesium silicate Oral Suspension	aluminum magnesium silicate 1000 MG Oral Powder for Suspension
deanol_+_heptaminol	2	741561	BROAD	deanol / heptaminol Oral Solution	deanol 250 MG / heptaminol 180 MG Oral Solution Ampoule
doxilamina	2	665250	BROAD	doxylamine succinate 12.5 MG	doxylamine succinate 12.5 MG Oral Tablet
doxilamina	4	687015	BROAD	doxylamine succinate 12.5 MG	doxylamine succinate 12.5 MG Oral Tablet
doxilamina	7	697272	BROAD	doxylamine succinate 12.5 MG	doxylamine succinate 12.5 MG Oral Tablet
doxilamina	18	710397	BROAD	doxylamine succinate 25 MG Oral Tablet	doxylamine succinate 25 MG Oral Powder Sachet
fluoresceina	2	716120	BROAD	fluorescein	fluorescein sodium 20 MG/ML Ophthalmic Solution
fluoresceina	3	733576	BROAD	fluorescein	fluorescein sodium 20 MG/ML Ophthalmic Solution
fluoresceina	4	858480	BROAD	fluorescein	fluorescein sodium 100 MG/ML Injectable Solution 5 ML
parafina_liquida_+_picosulfato_sodio	2	603035	BROAD	mineral oil Oral Suspension	mineral oil / sodium picosulfate Oral Suspension
parafina_liquida_+_picosulfato_sodio	3	744011	BROAD	mineral oil Oral Suspension	mineral oil / sodium picosulfate Oral Suspension
parafina_liquida_+_picosulfato_sodio	4	821249	BROAD	mineral oil Oral Suspension	mineral oil / sodium picosulfate Oral Suspension Sachet
plantago_ovata	6	673141	BROAD	psyllium	Plantago ovata 3500 MG Effervescent Oral Powder
plantago_ovata	8	759621	BROAD	psyllium	Plantago ovata 3500 MG Effervescent Oral Powder
plantago_ovata	10	650275	BROAD	psyllium	Plantago ovata seed and husk 650 MG/G and 22 MG/G Oral Granules
plantago_ovata	11	656189	BROAD	psyllium	Plantago ovata 3500 MG Effervescent Oral Powder
plantago_ovata	12	656190	BROAD	psyllium	Plantago ovata 3500 MG Effervescent Oral Powder
plantago_ovata	13	660860	BROAD	psyllium	Plantago ovata 3260 MG Oral Powder for Solution
plantago_ovata_+_cassia_angustifolia	2	872598	BROAD	psyllium / sennosides, USP Oral Tablet	Plantago ovata seed / sennosides granules for oral suspension (sachets)
plantago_ovata_+_cassia_angustifolia	3	960427	BROAD	psyllium / sennosides, USP Oral Tablet	Plantago ovata seed / sennosides granules for oral suspension
poliestireno_sulfonato_sodio	2	650120	BROAD	sodium polystyrene sulfonate Powder for Oral Suspension	sodium polystyrene sulfonate Powder for Oral Suspension (997.5 mg/g)
retinol_+_acido_ascorbico	2	846295	BROAD	ascorbic acid / vitamin A Oral Capsule	vitamin A 1250 UNT / ascorbic acid 150 MG Oral Powder for Effervescent Solution
rotigotina	12	653942	BROAD	rotigotine Transdermal System	rotigotine transdermal system starter pack 2/4/6/8 mg per 24 h
tasonermina	2	766048	BROAD	tasonermin Injectable Solution	tasonermin 1 MG Injection (powder for solution)
tetrabenazina	2	661614	BROAD	tetrabenazine 25 MG Oral Tablet [Nitoman]	tetrabenazine 25 MG Oral Tablet (brand: Nitoman, UK)
tetraciclina	2	656535	BROAD	tetracycline hydrochloride 250 MG Oral Tablet	tetracycline hydrochloride 250 MG Oral Tablet (film-coated)
vacuna_anti_hepatitis_b	4	650862	BROAD	0.5 ML hepatitis B surface antigen vaccine 0.04 MG/ML Prefilled Syringe	0.5 ML hepatitis B surface antigen vaccine 0.04 MG/ML Prefilled Syringe with AS04 adjuvant [Fendrix]
